date,symbol,market_name,open_interest,comm_long,comm_short,comm_net,cot_index_26w,cot_index_52w,zero_line,bias
2022-07-19,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,467064,358549,305280,53269,100.0,100.0,buy,bull
2022-07-19,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51278,27818,31729,-3911,22.4,22.3,sell,neutral
2022-07-19,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,580952,503449,397581,105868,81.5,81.5,buy,bull
2022-07-19,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,35639,21334,10842,10492,63.7,79.1,buy,neutral
2022-07-26,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,464565,359033,301015,58018,100.0,100.0,buy,bull
2022-07-26,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,53432,28504,33599,-5095,3.4,13.8,sell,bear
2022-07-26,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,570668,502434,392425,110009,85.7,85.7,buy,bull
2022-07-26,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,36644,23452,9899,13553,89.0,93.7,buy,bull
2022-08-02,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,462133,357351,298724,58627,100.0,100.0,buy,bull
2022-08-02,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,52465,29955,31773,-1818,30.0,37.4,sell,neutral
2022-08-02,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,555976,497844,374361,123483,99.5,99.5,buy,bull
2022-08-02,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,36310,22693,11213,11480,71.9,82.5,buy,bull
2022-08-09,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,459878,357060,294611,62449,100.0,100.0,buy,bull
2022-08-09,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,51757,29941,30174,-233,42.9,48.8,sell,neutral
2022-08-09,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,544205,488823,371360,117463,93.3,93.3,buy,bull
2022-08-09,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,37697,22264,13680,8584,44.0,67.7,buy,neutral
2022-08-16,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,469245,365220,294377,70843,100.0,100.0,buy,bull
2022-08-16,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,53559,30863,27759,3104,70.0,73.2,buy,neutral
2022-08-16,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,527821,466874,348507,118367,94.3,94.3,buy,bull
2022-08-16,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40519,21898,17215,4683,0.0,47.6,buy,neutral
2022-08-23,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,465908,362348,296665,65683,94.9,96.0,buy,bull
2022-08-23,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,52432,28217,32012,-3795,14.0,23.3,sell,neutral
2022-08-23,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,519593,450387,353397,96990,71.1,72.4,buy,neutral
2022-08-23,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40390,20977,18517,2460,0.0,36.2,buy,neutral
2022-08-30,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,465991,360154,297791,62363,91.2,93.4,buy,bull
2022-08-30,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,52728,29677,30247,-570,40.1,46.6,sell,neutral
2022-08-30,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,524244,455296,363014,92282,66.1,67.6,buy,neutral
2022-08-30,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38715,19003,17489,1514,0.0,31.3,buy,neutral
2022-09-06,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,462858,357842,297586,60256,89.0,91.8,buy,bull
2022-09-06,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,57351,32043,31669,374,47.8,53.4,buy,neutral
2022-09-06,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,542267,466378,369564,96814,69.3,72.2,buy,neutral
2022-09-06,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38363,20307,15114,5193,27.5,50.2,buy,neutral
2022-09-13,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,520609,397277,323220,74057,100.0,100.0,buy,bull
2022-09-13,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,62994,36688,33579,3109,70.0,73.2,buy,neutral
2022-09-13,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,584370,504080,396334,107746,80.2,83.4,buy,bull
2022-09-13,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,46289,26649,19888,6761,39.3,58.3,buy,neutral
2022-09-20,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,428204,336388,273649,62739,88.6,91.4,buy,bull
2022-09-20,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,54363,33124,28807,4317,79.8,82.0,buy,bull
2022-09-20,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,530373,470319,362439,107880,80.4,83.5,buy,bull
2022-09-20,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,32745,19120,11200,7920,47.9,64.3,buy,neutral
2022-09-27,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,446776,343514,296921,46593,72.3,79.2,buy,neutral
2022-09-27,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,56411,34070,29176,4894,96.7,86.2,buy,bull
2022-09-27,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,549389,479622,372286,107336,79.7,83.0,buy,bull
2022-09-27,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,33528,20316,10102,10214,65.1,76.0,buy,neutral
2022-10-04,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,452257,346476,297047,49429,75.2,81.3,buy,bull
2022-10-04,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,54434,32177,27911,4266,94.0,81.6,buy,bull
2022-10-04,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,557855,479483,381252,98231,68.6,73.7,buy,neutral
2022-10-04,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,33326,19467,10893,8574,52.8,67.6,buy,neutral
2022-10-11,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,455559,345720,306674,39046,64.7,73.5,buy,neutral
2022-10-11,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,56257,31259,29365,1894,71.2,64.4,buy,neutral
2022-10-11,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,564078,476764,390102,86662,54.5,61.9,buy,neutral
2022-10-11,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,32966,18743,10436,8307,50.8,66.2,buy,neutral
2022-10-18,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,467313,358913,307190,51723,77.5,83.1,buy,bull
2022-10-18,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,54878,30965,28524,2441,76.4,68.4,buy,neutral
2022-10-18,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,535808,443284,368801,74483,35.3,49.4,buy,neutral
2022-10-18,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,34618,21621,11255,10366,66.2,76.8,buy,neutral
2022-10-25,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,472365,361153,311623,49530,74.8,81.4,buy,bull
2022-10-25,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,56318,32164,30035,2129,73.4,66.1,buy,neutral
2022-10-25,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,523610,427328,353374,73954,34.7,48.9,buy,neutral
2022-10-25,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,35360,21273,11893,9380,58.9,71.8,buy,neutral
2022-11-01,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,467342,349418,309950,39468,64.5,73.8,buy,neutral
2022-11-01,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,56493,33388,27574,5814,100.0,92.8,buy,bull
2022-11-01,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,499310,396499,351729,44770,0.0,19.1,buy,bear
2022-11-01,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,37908,21704,13640,8064,49.0,65.0,buy,neutral
2022-11-08,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,463779,346942,307295,39647,59.3,73.9,buy,neutral
2022-11-08,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,54611,30884,27655,3229,77.2,74.1,buy,neutral
2022-11-08,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,494633,401768,344185,57583,16.2,32.2,buy,neutral
2022-11-08,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38875,21843,13965,7878,47.6,64.0,buy,neutral
2022-11-15,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,468702,351219,310592,40627,58.1,74.7,buy,neutral
2022-11-15,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,53686,31865,29196,2669,72.2,70.1,buy,neutral
2022-11-15,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,466354,388943,327627,61316,20.9,36.0,buy,neutral
2022-11-15,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,36917,22792,14642,8150,49.7,65.4,buy,neutral
2022-11-22,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,460815,345287,306250,39037,56.1,73.4,buy,neutral
2022-11-22,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50542,29033,28344,689,54.8,55.7,buy,neutral
2022-11-22,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,474924,397227,337836,59391,18.5,34.0,buy,neutral
2022-11-22,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39633,22581,15510,7071,41.6,59.9,buy,neutral
2022-11-29,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,462905,348139,307802,40337,57.8,74.4,buy,neutral
2022-11-29,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50849,29275,29286,-11,48.6,50.7,sell,neutral
2022-11-29,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,473882,394460,341575,52885,10.2,27.4,buy,neutral
2022-11-29,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39542,21943,15503,6440,37.0,56.6,buy,neutral
2022-12-06,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,457538,345693,306369,39324,56.5,73.7,buy,neutral
2022-12-06,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50020,28067,29071,-1004,39.8,43.5,sell,neutral
2022-12-06,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,482440,407109,339848,67261,28.4,42.1,buy,neutral
2022-12-06,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40889,22378,12829,9549,60.3,72.6,buy,neutral
2022-12-13,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,495428,363384,320839,42545,30.3,76.1,buy,neutral
2022-12-13,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,62597,36661,39217,-2556,26.1,32.2,sell,neutral
2022-12-13,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,519430,426831,369184,57647,16.3,32.3,buy,neutral
2022-12-13,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,53227,29739,19614,10125,64.6,75.6,buy,neutral
2022-12-20,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,397369,292304,260160,32144,0.0,68.2,buy,neutral
2022-12-20,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49009,28542,28799,-257,44.8,48.9,sell,neutral
2022-12-20,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,438415,360598,303546,57052,15.5,31.6,buy,neutral
2022-12-20,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,36303,17529,12343,5186,27.6,50.2,buy,neutral
2022-12-27,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,392262,289456,253659,35797,8.7,71.0,buy,neutral
2022-12-27,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50156,29319,28736,583,52.4,55.0,buy,neutral
2022-12-27,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,434774,365942,296427,69515,31.2,44.4,buy,neutral
2022-12-27,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,37475,18822,11343,7479,48.6,62.0,buy,neutral
2023-01-03,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,402199,294962,261652,33310,2.8,69.1,buy,neutral
2023-01-03,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,48932,29143,28307,836,54.4,56.8,buy,neutral
2023-01-03,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,434205,363125,298046,65079,25.6,39.8,buy,neutral
2023-01-03,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,39866,20450,12431,8019,54.0,54.5,buy,neutral
2023-01-10,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,406513,302587,262000,40587,20.1,74.6,buy,neutral
2023-01-10,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,50725,31206,28421,2785,72.2,70.9,buy,neutral
2023-01-10,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,432408,357515,302976,54539,12.4,29.1,buy,neutral
2023-01-10,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38814,18560,12237,6323,39.9,36.0,buy,neutral
2023-01-17,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,411294,303624,257392,46232,33.6,78.9,buy,neutral
2023-01-17,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,55003,34585,28476,6109,100.0,94.9,buy,bull
2023-01-17,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,428935,354698,295275,59423,18.6,34.1,buy,neutral
2023-01-17,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,41330,19974,13829,6145,38.5,34.7,buy,neutral
2023-01-24,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,404887,297126,256573,40553,20.1,72.5,buy,neutral
2023-01-24,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,54777,34722,27306,7416,100.0,100.0,buy,bull
2023-01-24,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,423664,354541,293258,61283,21.0,36.0,buy,neutral
2023-01-24,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38826,19750,13637,6113,46.1,34.4,buy,neutral
2023-01-31,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,412284,303814,256857,46957,35.3,77.8,buy,neutral
2023-01-31,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,55690,36620,30209,6411,91.0,92.2,buy,bull
2023-01-31,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,430828,356143,299000,57143,16.8,31.7,buy,neutral
2023-01-31,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40193,20937,14899,6038,51.1,33.9,buy,neutral
2023-02-07,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,410617,302763,259787,42976,25.8,74.5,buy,neutral
2023-02-07,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,55861,37356,31326,6030,87.6,89.3,buy,bull
2023-02-07,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,437574,367319,301425,65894,28.7,40.7,buy,neutral
2023-02-07,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,43150,21743,17566,4177,30.1,19.9,buy,bear
2023-02-14,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,415269,305776,255549,50227,43.1,80.5,buy,bull
2023-02-14,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,55237,36853,28186,8667,100.0,100.0,buy,bull
2023-02-14,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,434568,360566,304031,56535,18.6,31.1,buy,neutral
2023-02-14,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,43725,21295,16232,5063,40.1,26.6,buy,neutral
2023-02-21,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,414897,308505,260274,48231,38.4,75.4,buy,neutral
2023-02-21,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,53659,34077,27153,6924,84.5,87.7,buy,bull
2023-02-21,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,434533,355135,306277,48858,6.5,19.6,buy,bear
2023-02-21,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,45644,22991,14194,8797,82.3,54.5,buy,neutral
2023-02-28,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,422632,313251,276277,36974,11.5,62.6,buy,neutral
2023-02-28,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,53651,34864,26464,8400,97.6,98.1,buy,bull
2023-02-28,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,440142,360523,319149,41374,0.0,11.6,buy,bear
2023-02-28,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44956,23590,14889,8701,73.1,53.8,buy,neutral
2023-03-07,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,426634,324462,276926,47536,36.7,73.3,buy,neutral
2023-03-07,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,52162,33021,25806,7215,87.1,89.8,buy,bull
2023-03-07,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,440865,366821,321735,45086,5.6,11.0,buy,bear
2023-03-07,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44709,24340,15536,8804,74.8,54.5,buy,neutral
2023-03-14,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,510197,374017,337377,36640,14.7,62.3,buy,neutral
2023-03-14,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,61292,38176,31166,7010,85.2,88.3,buy,bull
2023-03-14,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,581634,488528,439097,49431,12.1,9.8,buy,bear
2023-03-14,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,52119,33726,20465,13261,100.0,87.9,buy,bull
2023-03-21,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,429801,336264,282973,53291,100.0,79.1,buy,neutral
2023-03-21,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42975,25401,22029,3372,52.8,62.7,buy,neutral
2023-03-21,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,480489,411188,366494,44694,5.0,4.0,buy,bear
2023-03-21,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,40874,27581,12549,15032,100.0,100.0,buy,bull
2023-03-28,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,428446,334761,280566,54195,100.0,80.0,buy,bull
2023-03-28,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,44015,26474,23505,2969,49.2,59.8,buy,neutral
2023-03-28,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,478841,407849,364347,43502,3.7,2.6,buy,bear
2023-03-28,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,38175,26752,10467,16285,100.0,100.0,buy,bull
2023-04-04,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,443902,338081,281787,56294,100.0,82.1,buy,bull
2023-04-04,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46437,27551,25040,2511,45.1,56.6,buy,neutral
2023-04-04,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,490740,419111,357168,61943,45.4,24.9,buy,neutral
2023-04-04,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,44146,30157,13847,16310,100.0,100.0,buy,bull
2023-04-11,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,449694,349976,281573,68403,100.0,94.3,buy,bull
2023-04-11,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,47494,28995,27411,1584,36.9,50.1,buy,neutral
2023-04-11,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,491143,408764,361963,46801,16.4,6.6,buy,bear
2023-04-11,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,45132,30383,16340,14043,81.3,84.7,buy,bull
2023-04-18,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,455664,352872,280906,71966,100.0,97.9,buy,bull
2023-04-18,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49012,29438,28155,1283,34.2,47.9,buy,neutral
2023-04-18,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,503787,422606,358132,64474,70.9,28.0,buy,neutral
2023-04-18,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,48031,32153,17480,14673,86.5,88.9,buy,bull
2023-04-25,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,453159,349486,272158,77328,100.0,100.0,buy,bull
2023-04-25,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,49531,28541,27848,693,28.9,43.8,buy,neutral
2023-04-25,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,514829,428832,371266,57566,57.5,19.6,buy,bear
2023-04-25,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,49609,31641,15341,16300,99.9,99.9,buy,bull
2023-05-02,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2304633,1761417,1378981,382436,100.0,100.0,buy,bull
2023-05-02,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,255954,135518,136225,-707,16.5,33.9,sell,neutral
2023-05-02,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,540747,442799,378803,63996,80.4,27.4,buy,neutral
2023-05-02,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,97094,58311,31813,26498,100.0,100.0,buy,bull
2023-05-09,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2325459,1777969,1379176,398793,100.0,100.0,buy,bull
2023-05-09,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,264599,132394,143335,-10941,0.0,0.0,sell,bear
2023-05-09,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,540460,443963,376966,66997,91.1,31.0,buy,neutral
2023-05-09,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,96996,56790,31921,24869,92.7,93.5,buy,bull
2023-05-16,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2339836,1798805,1382757,416048,100.0,100.0,buy,bull
2023-05-16,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,283785,147815,155319,-7504,17.5,17.5,sell,bear
2023-05-16,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,546521,452884,382339,70545,100.0,35.3,buy,neutral
2023-05-16,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,99483,58156,31371,26785,100.0,100.0,buy,bull
2023-05-23,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2420808,1882185,1460658,421527,100.0,100.0,buy,bull
2023-05-23,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,285583,150290,156169,-5879,25.8,25.8,sell,neutral
2023-05-23,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,516279,429102,373706,55396,48.1,17.0,buy,bear
2023-05-23,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,97077,58613,32662,25951,96.3,96.7,buy,bull
2023-05-30,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2533871,1982320,1547296,435024,100.0,100.0,buy,bull
2023-05-30,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,310068,166568,162140,4428,78.4,78.4,buy,neutral
2023-05-30,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,524042,435525,366187,69338,95.9,33.8,buy,neutral
2023-05-30,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,98019,58137,35799,22338,80.3,82.4,buy,bull
2023-06-06,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2544164,1917778,1567072,350706,79.1,80.9,buy,bull
2023-06-06,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,318085,167808,165031,2777,70.0,70.0,buy,neutral
2023-06-06,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,525412,435276,373167,62109,71.1,25.1,buy,neutral
2023-06-06,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,103684,62528,40942,21586,77.0,79.4,buy,neutral
2023-06-13,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2956473,2152639,1845404,307235,68.3,68.5,buy,neutral
2023-06-13,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,335337,171832,172439,-607,52.7,52.7,sell,neutral
2023-06-13,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,653558,533220,462594,70626,100.0,35.4,buy,neutral
2023-06-13,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,106498,64825,49731,15094,48.3,53.7,buy,neutral
2023-06-20,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2233907,1719676,1469013,250663,54.1,54.2,buy,neutral
2023-06-20,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,255039,132957,141320,-8363,13.1,13.1,sell,bear
2023-06-20,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,530683,449033,378039,70994,100.0,35.8,buy,neutral
2023-06-20,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,87911,54798,38345,16453,54.3,59.1,buy,neutral
2023-06-27,ES,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2200098,1677597,1471574,206023,43.0,43.2,buy,neutral
2023-06-27,NQ,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,265818,131175,141724,-10549,2.0,2.0,sell,bear
2023-06-27,RTY,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,520213,431152,371430,59722,61.9,22.2,buy,neutral
2023-06-27,YM,DJIA Consolidated - CHICAGO BOARD OF TRADE,92561,58835,38687,20148,70.6,73.7,buy,neutral
